orientation,start_frame,end_frame,start_sec,end_sec,frames,duration_sec
guitarist_only,950,950,31.69833333333333,31.69833333333333,1,0.03336666666666667
guitarist_only,3832,3832,127.86106666666667,127.86106666666667,1,0.03336666666666667
guitarist_only,3835,3835,127.96116666666668,127.96116666666668,1,0.03336666666666667
